Country,Gender,Age,Education_Level,Employment_Status,Urban_Rural,Income_Level,Owns_Card,Owns_Account,Uses_Mobile_Banking
India,Male,57,Primary,Self-employed,Urban,Low,1,0,0
India,Male,36,Primary,Unemployed,Rural,Low,0,1,0
India,Female,40,Secondary,Employed,Urban,Low,1,0,0
India,Female,42,Primary,Unemployed,Urban,Medium,0,1,1
India,Female,64,Primary,Self-employed,Urban,Medium,1,1,1
India,Female,35,Secondary,Self-employed,Urban,Low,0,0,0
India,Female,63,Secondary,Unemployed,Rural,Medium,0,0,0
India,Female,21,Secondary,Employed,Rural,High,1,0,0
India,Male,31,Primary,Unemployed,Rural,Low,0,1,0
India,Female,34,Secondary,Employed,Rural,High,0,1,0
India,Male,55,Primary,Unemployed,Urban,High,0,0,0
India,Male,63,None,Self-employed,Urban,Medium,1,0,0
India,Female,34,Secondary,Student,Rural,Medium,1,1,1
India,Male,68,Primary,Student,Rural,High,1,0,0
India,Female,36,Primary,Employed,Urban,Medium,0,0,0
India,Male,42,Secondary,Employed,Rural,Low,1,0,0
India,Female,54,Secondary,Employed,Rural,Medium,0,0,0
India,Male,63,Secondary,Self-employed,Urban,Medium,0,0,0
India,Female,21,Primary,Unemployed,Rural,Medium,1,1,1
India,Female,15,Primary,Self-employed,Urban,Low,0,1,0
India,Female,46,Primary,Student,Urban,Medium,0,0,0
India,Female,27,Primary,Employed,Rural,Low,0,1,0
India,Female,44,Secondary,Unemployed,Urban,High,0,1,0
India,Male,37,Tertiary,Student,Rural,Low,1,1,1
India,Male,65,Secondary,Student,Urban,Low,0,1,0
India,Male,33,Secondary,Student,Rural,Low,1,0,0
India,Female,46,Secondary,Self-employed,Rural,Low,0,0,0
India,Male,44,Secondary,Employed,Rural,Medium,0,1,0
India,Female,43,Primary,Student,Urban,High,0,1,0
India,Female,63,Secondary,Employed,Urban,Medium,1,0,0
India,Male,59,Secondary,Self-employed,Rural,Low,1,0,0
India,Male,43,Primary,Student,Urban,Low,1,0,0
India,Female,44,Primary,Self-employed,Rural,Medium,1,1,1
India,Male,30,Tertiary,Self-employed,Rural,High,0,1,0
India,Female,54,Primary,Employed,Urban,Low,1,1,0
India,Female,33,Primary,Student,Rural,Low,1,0,0
India,Female,32,Secondary,Self-employed,Urban,Low,1,0,0
India,Female,15,Secondary,Student,Rural,High,0,0,0
India,Female,28,Secondary,Employed,Urban,Medium,0,1,1
India,Male,65,Secondary,Self-employed,Rural,Low,1,0,0
India,Male,61,Primary,Employed,Rural,Low,1,0,0
India,Female,64,Secondary,Student,Urban,High,0,1,1
India,Female,16,Primary,Student,Rural,Low,1,1,0
India,Male,68,Tertiary,Employed,Rural,Low,1,1,0
India,Male,42,Secondary,Unemployed,Urban,Medium,0,1,1
India,Female,63,Primary,Self-employed,Rural,Low,1,1,1
India,Male,64,None,Student,Urban,Low,0,1,1
India,Female,44,None,Student,Rural,Medium,0,1,1
India,Male,52,Primary,Self-employed,Urban,High,0,1,1
India,Female,65,Primary,Employed,Rural,Medium,0,1,0
India,Male,18,Secondary,Employed,Rural,High,1,0,0
India,Female,15,Secondary,Employed,Rural,Medium,0,1,0
India,Male,22,Primary,Unemployed,Urban,Medium,0,0,0
India,Male,43,Primary,Unemployed,Urban,Low,0,1,1
India,Female,69,Primary,Student,Urban,Medium,0,0,0
India,Male,53,Tertiary,Employed,Urban,High,0,1,0
India,Female,17,Primary,Self-employed,Rural,Low,1,0,0
India,Male,46,Secondary,Student,Rural,Low,0,1,1
India,Female,24,Tertiary,Self-employed,Urban,Low,1,0,1
India,Male,24,Secondary,Student,Urban,Low,1,1,1
India,Female,33,Tertiary,Unemployed,Urban,Low,0,0,0
India,Male,60,Primary,Student,Rural,Medium,1,1,1
India,Female,48,Tertiary,Unemployed,Urban,High,0,1,0
India,Male,47,Primary,Student,Urban,Low,0,1,0
India,Female,37,Primary,Employed,Rural,Low,0,0,0
India,Female,69,Secondary,Self-employed,Rural,Low,0,0,0
India,Female,42,Tertiary,Employed,Urban,High,0,0,0
India,Male,46,Tertiary,Student,Rural,Low,1,1,1
India,Female,64,None,Student,Urban,Low,0,1,1
India,Male,21,Primary,Student,Rural,Low,1,0,0
India,Female,43,Tertiary,Unemployed,Urban,Low,0,1,0
India,Male,22,Primary,Self-employed,Urban,Low,1,0,0
India,Female,15,Secondary,Self-employed,Urban,High,0,0,0
India,Male,69,Tertiary,Student,Urban,Medium,0,0,0
India,Male,17,Secondary,Student,Rural,Medium,0,1,0
India,Female,38,Primary,Unemployed,Rural,Low,0,1,0
India,Male,37,Secondary,Employed,Rural,Medium,0,1,0
India,Male,22,Primary,Employed,Rural,Medium,1,0,0
India,Female,68,Tertiary,Self-employed,Urban,Low,0,1,1
India,Male,61,Secondary,Unemployed,Urban,Medium,1,1,1
India,Male,51,Tertiary,Student,Rural,Low,1,1,1
India,Male,17,Primary,Self-employed,Rural,Medium,1,1,1
India,Female,65,Tertiary,Unemployed,Rural,Low,0,0,0
India,Male,47,Secondary,Employed,Rural,High,0,0,0
India,Female,42,None,Unemployed,Rural,Low,1,1,0
India,Male,61,None,Employed,Urban,Medium,1,1,1
India,Male,22,Secondary,Unemployed,Urban,Medium,0,0,0
India,Male,48,Secondary,Self-employed,Urban,Medium,0,1,0
India,Female,49,Tertiary,Employed,Rural,Low,0,0,0
India,Male,46,Primary,Self-employed,Rural,Low,0,0,0
India,Male,38,None,Self-employed,Rural,Medium,1,1,1
India,Female,28,Secondary,Employed,Rural,Low,0,1,1
India,Male,46,Primary,Employed,Urban,Low,0,0,0
India,Female,60,Secondary,Student,Urban,Medium,0,1,0
India,Female,57,Tertiary,Student,Rural,Medium,0,1,1
India,Male,30,Tertiary,Student,Urban,Low,1,1,1
India,Female,18,Tertiary,Self-employed,Urban,Low,1,1,0
India,Male,66,Secondary,Self-employed,Rural,Low,0,0,0
India,Female,51,Primary,Student,Rural,Medium,1,0,0
India,Female,68,Secondary,Self-employed,Rural,Medium,0,0,0
India,Male,35,Secondary,Self-employed,Rural,Medium,0,1,0
India,Female,28,Tertiary,Employed,Rural,High,0,1,1
India,Female,45,None,Employed,Rural,Low,0,0,0
India,Female,69,Secondary,Self-employed,Urban,Low,0,1,0
India,Female,62,None,Student,Urban,Low,0,0,0
India,Female,32,Secondary,Unemployed,Rural,Low,1,1,1
India,Male,21,Tertiary,Student,Urban,High,0,0,0
India,Female,24,Secondary,Unemployed,Rural,Medium,1,1,1
India,Male,21,Primary,Student,Rural,Low,0,1,0
India,Female,47,Tertiary,Employed,Rural,Low,1,1,1
India,Male,37,Secondary,Self-employed,Rural,Medium,1,1,1
India,Male,35,None,Self-employed,Urban,Medium,0,1,1
India,Female,33,Primary,Employed,Rural,Low,1,0,0
India,Female,62,Primary,Unemployed,Urban,High,0,0,0
India,Female,33,None,Unemployed,Rural,Medium,1,0,0
India,Male,50,Tertiary,Unemployed,Rural,Low,0,0,0
India,Female,43,Secondary,Employed,Rural,High,1,1,0
India,Male,32,Tertiary,Unemployed,Urban,Low,1,1,1
India,Male,16,Primary,Employed,Rural,High,0,1,0
India,Male,15,Primary,Student,Rural,High,0,0,0
India,Female,61,Secondary,Student,Rural,Medium,1,1,1
India,Female,19,Primary,Employed,Urban,Medium,0,0,0
India,Male,34,Secondary,Self-employed,Urban,Low,0,1,1
India,Male,25,Tertiary,Student,Urban,High,0,0,0
India,Female,56,Secondary,Unemployed,Rural,Medium,0,0,0
India,Male,16,Secondary,Employed,Urban,Medium,1,1,1
India,Female,17,Primary,Unemployed,Rural,High,0,1,0
India,Male,37,None,Unemployed,Urban,High,0,0,0
India,Female,69,Primary,Self-employed,Urban,Medium,1,1,1
India,Male,26,Secondary,Unemployed,Rural,Low,1,1,1
India,Female,34,None,Self-employed,Urban,High,0,0,0
India,Male,19,Primary,Student,Rural,Medium,0,1,0
India,Female,51,Secondary,Employed,Rural,High,1,0,0
India,Female,52,Primary,Unemployed,Urban,Medium,1,0,0
India,Male,44,Primary,Employed,Rural,Low,0,1,0
India,Male,23,Primary,Unemployed,Rural,Low,0,1,1
India,Female,48,Tertiary,Employed,Urban,Medium,0,1,1
India,Male,67,Secondary,Unemployed,Urban,Medium,0,0,0
India,Female,58,Secondary,Unemployed,Rural,Low,0,1,0
India,Male,49,None,Unemployed,Urban,Medium,1,0,1
India,Female,66,Tertiary,Unemployed,Rural,Low,0,1,0
India,Female,36,Secondary,Unemployed,Rural,Medium,1,1,1
India,Female,58,Primary,Unemployed,Urban,Low,0,1,0
India,Female,38,Tertiary,Unemployed,Urban,Low,1,1,1
India,Female,31,Primary,Unemployed,Urban,Low,1,1,1
India,Female,24,Secondary,Unemployed,Urban,Low,0,1,0
India,Male,44,Secondary,Employed,Rural,Low,0,1,0
India,Male,60,Primary,Self-employed,Rural,Low,0,1,0
India,Male,37,Tertiary,Unemployed,Urban,Low,1,1,1
India,Female,46,Secondary,Self-employed,Urban,High,1,0,1
India,Female,31,Secondary,Unemployed,Rural,High,0,1,1
India,Female,64,Primary,Unemployed,Rural,Low,0,1,0
India,Female,65,None,Employed,Rural,High,0,0,0
India,Male,31,Primary,Student,Rural,Low,1,1,1
India,Male,28,Secondary,Student,Urban,Medium,0,0,0
India,Female,23,Primary,Employed,Rural,Medium,0,1,0
India,Male,54,Secondary,Self-employed,Rural,Low,0,1,0
India,Male,16,Secondary,Student,Urban,Low,0,0,0
India,Female,59,Primary,Employed,Rural,Low,1,1,0
India,Male,39,Secondary,Employed,Rural,Low,0,0,0
India,Female,53,None,Student,Urban,Medium,1,1,1
India,Male,23,Tertiary,Self-employed,Urban,Low,0,0,0
India,Female,68,Secondary,Employed,Urban,Low,0,0,0
India,Female,36,Primary,Unemployed,Rural,Low,1,1,1
India,Female,57,Primary,Self-employed,Rural,Low,1,0,0
India,Female,60,Secondary,Self-employed,Urban,Medium,1,1,1
India,Male,18,Secondary,Student,Urban,Low,0,0,0
India,Female,40,Secondary,Student,Rural,High,0,1,1
India,Female,43,Secondary,Unemployed,Urban,Low,1,0,0
India,Female,59,Primary,Employed,Urban,Low,0,1,0
India,Male,48,Primary,Student,Urban,Medium,0,1,1
India,Female,37,None,Student,Rural,Low,1,0,0
India,Male,51,Secondary,Self-employed,Rural,Medium,1,0,0
India,Female,25,Tertiary,Student,Rural,Medium,1,1,1
India,Male,20,Secondary,Student,Rural,Low,1,1,1
India,Male,32,Primary,Student,Rural,Low,1,1,1
India,Female,35,Secondary,Student,Rural,Low,0,1,1
India,Male,56,Tertiary,Self-employed,Urban,Low,0,1,1
India,Female,50,Secondary,Unemployed,Rural,Low,0,0,0
India,Female,55,Tertiary,Unemployed,Rural,Low,0,1,0
India,Female,52,Primary,Employed,Urban,Low,0,0,0
India,Male,48,Primary,Student,Rural,Medium,0,0,0
India,Male,31,Tertiary,Self-employed,Rural,Medium,0,1,1
India,Female,51,Secondary,Employed,Urban,Medium,0,1,1
India,Female,39,Primary,Employed,Urban,Low,0,1,1
India,Male,52,Secondary,Unemployed,Urban,Low,0,1,0
India,Female,26,Tertiary,Self-employed,Rural,High,0,0,0
India,Female,37,Secondary,Self-employed,Urban,Medium,1,1,0
India,Female,67,Secondary,Self-employed,Rural,High,0,0,0
India,Male,56,Primary,Unemployed,Rural,Low,0,1,0
India,Male,36,Secondary,Unemployed,Rural,Medium,1,1,1
India,Male,35,Secondary,Unemployed,Rural,Medium,0,1,0
India,Female,41,Tertiary,Unemployed,Urban,Low,0,1,0
India,Female,45,Tertiary,Unemployed,Urban,Low,0,1,0
India,Female,20,Tertiary,Student,Rural,Medium,0,1,1
India,Male,41,None,Student,Urban,Low,1,0,0
India,Female,54,Secondary,Self-employed,Rural,Low,0,0,0
India,Female,48,Secondary,Employed,Rural,Medium,1,1,1
India,Female,26,Secondary,Self-employed,Rural,High,0,1,0
India,Female,59,Secondary,Employed,Urban,Low,0,1,0
India,Male,67,Tertiary,Unemployed,Rural,Low,0,1,1
India,Male,21,Secondary,Employed,Rural,Low,0,1,1
India,Female,24,Secondary,Self-employed,Urban,Medium,0,1,0
India,Male,59,Primary,Self-employed,Urban,Low,0,1,0
India,Male,31,Primary,Employed,Urban,High,0,1,0
India,Female,40,Secondary,Student,Urban,Low,1,1,1
India,Female,35,Secondary,Unemployed,Rural,Low,0,1,1
India,Male,42,Primary,Unemployed,Urban,Medium,1,0,0
India,Female,60,Primary,Self-employed,Rural,Medium,1,1,1
India,Male,16,Secondary,Student,Urban,Low,0,1,1
India,Female,68,None,Employed,Urban,Low,0,1,0
India,Male,57,Primary,Unemployed,Urban,High,0,0,0
India,Female,15,None,Student,Urban,Low,1,0,1
India,Male,65,Primary,Unemployed,Urban,High,0,0,0
India,Male,67,Primary,Student,Urban,Low,1,1,1
India,Male,50,Primary,Student,Rural,Medium,0,1,0
India,Female,65,Secondary,Self-employed,Urban,Medium,1,0,0
India,Male,40,Tertiary,Unemployed,Urban,Low,0,1,1
India,Male,43,Secondary,Employed,Urban,High,1,1,1
India,Female,35,Secondary,Self-employed,Urban,Low,0,0,0
India,Female,25,Primary,Self-employed,Rural,Low,0,1,0
India,Male,54,Primary,Employed,Urban,Medium,0,1,0
India,Male,25,Secondary,Self-employed,Urban,Low,0,1,0
India,Female,50,None,Student,Urban,Medium,1,1,0
India,Female,63,Secondary,Student,Urban,Low,0,1,0
India,Female,53,Secondary,Unemployed,Rural,Low,0,0,0
India,Female,54,Secondary,Unemployed,Urban,Low,0,0,0
India,Female,49,None,Employed,Rural,Low,0,1,0
India,Male,68,Primary,Unemployed,Urban,Low,0,0,0
India,Female,48,Secondary,Student,Rural,Medium,1,1,0
India,Male,69,Primary,Employed,Rural,High,0,1,0
India,Male,61,Secondary,Employed,Urban,Medium,1,0,0
India,Male,38,Secondary,Unemployed,Urban,Low,0,0,0
India,Female,68,Tertiary,Student,Rural,Low,0,0,0
India,Male,36,Primary,Employed,Rural,Low,1,0,0
India,Male,19,Tertiary,Student,Urban,Low,1,0,1
India,Female,47,Secondary,Student,Rural,Medium,0,0,0
India,Male,50,Primary,Student,Rural,Low,1,1,0
India,Male,61,Primary,Unemployed,Rural,Low,0,0,0
India,Female,34,Secondary,Self-employed,Urban,High,0,0,0
India,Male,33,Primary,Self-employed,Rural,Low,1,0,0
India,Male,49,Primary,Employed,Rural,Low,0,1,0
India,Male,66,None,Student,Rural,Low,0,1,0
India,Female,57,Tertiary,Unemployed,Urban,Low,1,1,1
India,Female,31,Secondary,Student,Urban,High,1,1,1
India,Female,59,Secondary,Student,Rural,Low,0,0,0
India,Male,57,Primary,Unemployed,Urban,Low,0,1,1
India,Male,48,Primary,Self-employed,Rural,Low,0,1,1
India,Female,23,Secondary,Student,Urban,Low,1,0,1
India,Male,40,Secondary,Student,Urban,Low,1,1,1
India,Male,16,Primary,Self-employed,Rural,Medium,0,1,1
India,Female,67,Secondary,Unemployed,Urban,Medium,0,1,1
India,Female,23,Tertiary,Employed,Urban,Medium,0,0,0
India,Male,23,Secondary,Self-employed,Urban,Low,1,1,0
India,Male,54,Secondary,Employed,Rural,Medium,1,0,1
India,Male,31,Tertiary,Employed,Urban,Medium,1,1,1
India,Female,15,Primary,Self-employed,Urban,Low,1,1,1
India,Female,39,Secondary,Student,Rural,Medium,0,1,1
India,Female,57,Tertiary,Employed,Urban,Low,0,0,0
India,Female,54,Primary,Employed,Urban,Low,0,1,1
India,Male,56,Secondary,Unemployed,Urban,Medium,0,1,1
India,Female,39,Secondary,Student,Urban,Low,0,1,0
India,Female,53,Secondary,Employed,Urban,Medium,0,0,0
India,Female,49,Secondary,Unemployed,Rural,Low,1,1,1
India,Female,17,Tertiary,Student,Rural,High,1,0,0
India,Female,64,Secondary,Self-employed,Urban,High,0,0,0
India,Male,51,None,Self-employed,Urban,High,0,1,1
India,Male,58,Tertiary,Unemployed,Urban,Low,0,1,1
India,Female,58,Primary,Self-employed,Rural,Low,1,1,1
India,Male,65,Primary,Employed,Rural,Low,1,1,1
India,Female,44,Secondary,Student,Urban,Low,0,1,1
India,Female,52,Secondary,Employed,Urban,Low,0,1,1
India,Male,48,Secondary,Employed,Rural,Medium,0,1,1
India,Male,26,Tertiary,Self-employed,Urban,Medium,0,1,1
India,Female,33,Secondary,Employed,Rural,High,0,1,1
India,Female,51,Secondary,Self-employed,Rural,Low,1,1,1
India,Female,58,None,Student,Urban,Low,1,0,0
India,Male,63,Tertiary,Student,Rural,Low,0,0,0
India,Female,31,Tertiary,Employed,Urban,High,1,0,0
India,Female,24,Secondary,Unemployed,Urban,Medium,1,1,1
India,Female,69,None,Self-employed,Urban,Medium,0,1,0
India,Male,63,None,Self-employed,Urban,High,0,1,0
India,Female,61,Primary,Employed,Urban,Medium,1,1,0
India,Female,26,Primary,Self-employed,Urban,Low,0,1,1
India,Male,30,Primary,Self-employed,Rural,Low,1,0,0
India,Female,38,Tertiary,Unemployed,Rural,Medium,1,1,0
India,Female,33,Secondary,Unemployed,Rural,Low,1,1,1
India,Male,22,None,Employed,Rural,Low,1,0,0
India,Female,45,Primary,Unemployed,Urban,High,1,1,1
India,Male,35,None,Employed,Rural,High,1,1,1
India,Male,31,None,Student,Rural,Medium,0,1,1
India,Female,37,Primary,Employed,Rural,Medium,0,1,0
India,Female,51,Primary,Student,Urban,Medium,0,0,0
India,Female,68,Secondary,Employed,Rural,Low,1,1,0
India,Female,30,Tertiary,Self-employed,Urban,Low,0,1,1
India,Male,20,Primary,Unemployed,Rural,Medium,0,0,0
India,Female,22,Secondary,Student,Urban,Medium,0,0,0
India,Male,39,Tertiary,Employed,Urban,Low,1,0,1
India,Female,32,Primary,Unemployed,Rural,High,1,0,0
India,Female,39,Primary,Employed,Urban,Low,1,1,1
India,Female,26,Tertiary,Unemployed,Urban,Low,0,1,1
India,Male,29,None,Unemployed,Rural,Medium,1,1,0
India,Female,40,Secondary,Employed,Rural,Low,1,1,0
India,Female,55,Secondary,Student,Rural,Low,0,0,0
India,Female,59,Primary,Student,Urban,Low,0,0,0
India,Female,40,Primary,Self-employed,Urban,Medium,0,1,1
India,Male,61,Secondary,Unemployed,Urban,Low,1,1,1
India,Female,46,None,Self-employed,Rural,Medium,0,1,1
India,Male,24,Primary,Self-employed,Urban,Medium,0,0,0
India,Male,30,Secondary,Employed,Urban,Low,1,1,1
India,Male,21,Secondary,Employed,Urban,High,0,0,0
India,Male,31,Primary,Employed,Urban,Low,0,0,0
India,Male,37,Tertiary,Unemployed,Urban,High,1,0,0
India,Male,40,Primary,Employed,Urban,Medium,0,0,0
India,Female,35,Tertiary,Employed,Urban,High,1,0,0
India,Male,36,Secondary,Unemployed,Rural,Low,0,1,1
India,Male,21,Secondary,Unemployed,Rural,Low,1,1,1
India,Male,28,Secondary,Student,Rural,Low,1,1,1
India,Female,29,Tertiary,Employed,Urban,Low,0,1,0
India,Female,67,Primary,Employed,Urban,Medium,0,0,0
India,Male,21,Secondary,Employed,Rural,Low,1,1,1
India,Female,23,Primary,Student,Urban,Medium,1,0,0
India,Male,65,Primary,Employed,Rural,Low,1,1,1
India,Male,62,Primary,Student,Urban,Low,1,1,0
India,Female,22,Tertiary,Self-employed,Urban,Medium,0,0,0
India,Male,64,Tertiary,Student,Rural,Low,0,1,1
India,Female,37,Primary,Self-employed,Rural,Medium,1,1,0
India,Female,43,None,Employed,Rural,Medium,0,1,0
India,Male,32,Secondary,Self-employed,Rural,Medium,0,0,0
India,Male,45,Secondary,Student,Rural,Low,0,1,0
India,Female,44,None,Unemployed,Urban,Medium,0,1,0
India,Male,66,Secondary,Self-employed,Urban,High,0,1,1
India,Male,53,Secondary,Self-employed,Urban,Medium,1,0,1
India,Male,49,Tertiary,Employed,Rural,Low,0,0,0
India,Female,32,Primary,Student,Rural,Medium,0,1,0
India,Female,56,Secondary,Self-employed,Rural,Medium,1,1,1
India,Male,53,Secondary,Self-employed,Rural,Medium,1,0,0
India,Female,31,Secondary,Self-employed,Rural,Low,0,1,0
India,Female,28,Secondary,Self-employed,Rural,Low,0,1,0
India,Female,45,Secondary,Unemployed,Urban,Medium,1,1,1
India,Female,38,Primary,Student,Urban,Low,1,0,0
India,Female,49,Tertiary,Employed,Urban,Medium,1,1,1
India,Male,58,Secondary,Employed,Urban,Low,1,1,1
India,Male,59,Primary,Unemployed,Urban,Medium,1,0,1
India,Male,48,Secondary,Student,Rural,Low,0,0,0
India,Female,17,Primary,Self-employed,Rural,Low,1,1,0
India,Female,51,None,Unemployed,Rural,High,0,1,0
India,Male,57,Tertiary,Student,Rural,High,1,0,0
India,Female,54,Secondary,Self-employed,Rural,Medium,1,0,0
India,Male,40,Secondary,Unemployed,Rural,Low,0,0,0
India,Male,69,Primary,Student,Urban,Medium,0,1,0
India,Male,37,Secondary,Employed,Rural,Medium,0,1,0
India,Female,58,Primary,Employed,Rural,Medium,0,0,0
India,Female,53,Primary,Student,Rural,Low,1,0,0
India,Male,29,Tertiary,Employed,Rural,Medium,0,1,0
India,Male,63,Secondary,Student,Urban,Medium,1,1,1
India,Male,18,Secondary,Self-employed,Urban,High,0,0,0
India,Male,43,Primary,Student,Rural,Low,1,1,1
India,Female,36,Tertiary,Self-employed,Urban,Medium,1,1,1
India,Female,39,Secondary,Unemployed,Urban,Medium,1,1,1
India,Male,27,Secondary,Student,Rural,Low,0,1,0
India,Male,32,Secondary,Unemployed,Rural,Low,1,1,1
India,Female,47,None,Employed,Rural,Low,0,0,0
India,Female,30,Primary,Self-employed,Rural,Low,0,1,0
India,Male,59,Secondary,Student,Rural,Low,0,1,0
India,Male,56,Primary,Unemployed,Urban,Medium,0,1,1
India,Male,58,Primary,Self-employed,Rural,Medium,1,1,1
India,Female,16,Tertiary,Self-employed,Rural,Medium,0,1,0
India,Female,69,Secondary,Employed,Rural,High,1,1,1
India,Female,49,Secondary,Employed,Urban,Low,1,0,1
India,Male,56,Secondary,Self-employed,Rural,Low,0,1,1
India,Male,48,Secondary,Self-employed,Rural,Medium,1,1,1
India,Female,44,None,Student,Rural,Low,0,1,1
India,Female,69,Primary,Self-employed,Urban,Low,0,1,1
India,Male,27,Primary,Student,Rural,Low,0,0,0
India,Female,27,Primary,Self-employed,Rural,Low,1,1,1
India,Female,32,Secondary,Employed,Rural,Medium,1,0,0
India,Male,46,Primary,Student,Urban,Low,0,1,0
India,Female,46,Secondary,Unemployed,Rural,Low,0,0,0
India,Male,49,Primary,Employed,Rural,Low,1,1,1
India,Male,53,None,Student,Rural,Medium,0,0,0
India,Male,60,Secondary,Student,Urban,Low,1,1,1
India,Male,66,Primary,Unemployed,Rural,Medium,0,1,0
India,Male,43,Primary,Student,Rural,Low,0,0,0
India,Male,63,None,Self-employed,Rural,Low,1,0,0
Kenya,Male,43,Primary,Unemployed,Urban,Medium,0,1,1
Kenya,Female,67,Secondary,Employed,Urban,Low,1,1,0
Kenya,Male,58,Primary,Employed,Rural,Low,1,1,1
Kenya,Male,30,Primary,Self-employed,Urban,Low,0,0,0
Kenya,Female,58,Secondary,Employed,Urban,High,0,1,1
Kenya,Female,61,Primary,Student,Urban,Low,1,1,1
Kenya,Female,24,Tertiary,Student,Rural,Medium,1,0,1
Kenya,Male,44,Secondary,Self-employed,Rural,Low,0,0,0
Kenya,Female,39,Secondary,Employed,Urban,Low,1,0,0
Kenya,Male,53,Secondary,Employed,Urban,Low,0,0,0
Kenya,Male,34,Primary,Self-employed,Urban,High,0,0,0
Kenya,Male,19,Secondary,Unemployed,Rural,Low,1,1,0
Kenya,Male,15,Primary,Employed,Rural,Low,0,1,0
Kenya,Female,44,Tertiary,Unemployed,Urban,Low,1,0,0
Kenya,Female,63,Primary,Employed,Urban,Low,0,1,1
Kenya,Male,17,Secondary,Employed,Urban,Low,1,0,0
Kenya,Male,59,Secondary,Employed,Urban,Medium,0,1,1
Kenya,Male,28,None,Employed,Rural,Low,0,1,1
Kenya,Female,44,Primary,Student,Urban,Low,1,0,0
Kenya,Male,64,Secondary,Unemployed,Rural,Medium,0,0,0
Kenya,Male,18,Tertiary,Unemployed,Urban,Low,0,1,1
Kenya,Female,32,Primary,Employed,Urban,Low,0,0,0
Kenya,Female,51,Secondary,Employed,Urban,Low,0,0,0
Kenya,Male,39,Tertiary,Unemployed,Urban,Medium,1,1,1
Kenya,Female,62,Tertiary,Student,Urban,Low,0,1,0
Kenya,Female,15,Primary,Self-employed,Rural,Low,0,0,0
Kenya,Male,67,Secondary,Self-employed,Urban,Low,0,0,0
Kenya,Female,60,Primary,Unemployed,Urban,Medium,0,1,0
Kenya,Male,29,Tertiary,Employed,Urban,Low,0,0,0
Kenya,Female,23,Secondary,Employed,Rural,Medium,0,0,0
Kenya,Male,29,Primary,Student,Rural,Medium,0,1,0
Kenya,Male,63,Secondary,Self-employed,Rural,Medium,1,0,0
Kenya,Male,38,Primary,Student,Rural,Low,1,1,1
Kenya,Female,18,Tertiary,Self-employed,Urban,Low,0,1,0
Kenya,Male,26,Tertiary,Unemployed,Urban,Low,0,0,0
Kenya,Female,51,Secondary,Self-employed,Urban,Low,0,0,0
Kenya,Male,51,Primary,Student,Rural,Low,0,0,0
Kenya,Male,57,Secondary,Student,Urban,Medium,0,1,1
Kenya,Female,20,None,Student,Urban,Low,0,1,0
Kenya,Male,53,None,Unemployed,Rural,Low,0,1,1
Kenya,Male,60,Tertiary,Self-employed,Rural,Medium,0,1,1
Kenya,Female,38,Primary,Self-employed,Rural,Medium,0,1,0
Kenya,Male,25,Primary,Student,Urban,Low,0,1,1
Kenya,Male,27,Tertiary,Self-employed,Urban,Medium,0,1,0
Kenya,Male,48,Primary,Employed,Rural,Low,0,0,0
Kenya,Male,39,Primary,Employed,Urban,Medium,0,1,0
Kenya,Female,21,Tertiary,Employed,Rural,Medium,0,1,1
Kenya,Female,66,Primary,Self-employed,Rural,Medium,0,1,0
Kenya,Male,18,Secondary,Unemployed,Urban,Medium,0,1,1
Kenya,Female,22,Tertiary,Unemployed,Rural,Low,0,1,0
Kenya,Male,34,Tertiary,Unemployed,Rural,Low,0,1,1
Kenya,Female,43,Secondary,Unemployed,Rural,Medium,0,0,0
Kenya,Male,68,Primary,Employed,Urban,Low,0,1,0
Kenya,Male,67,Primary,Employed,Rural,High,1,0,0
Kenya,Male,65,Tertiary,Student,Rural,Low,0,0,0
Kenya,Male,59,Tertiary,Self-employed,Rural,Low,0,0,0
Kenya,Male,60,Secondary,Self-employed,Rural,Low,1,1,1
Kenya,Male,24,Primary,Unemployed,Rural,Low,0,0,0
Kenya,Female,57,Primary,Employed,Rural,Medium,0,1,1
Kenya,Male,48,None,Unemployed,Rural,Medium,1,1,1
Kenya,Female,40,Secondary,Student,Urban,Medium,1,0,0
Kenya,Male,55,Secondary,Self-employed,Urban,Medium,0,0,0
Kenya,Female,63,Tertiary,Self-employed,Rural,High,0,1,0
Kenya,Female,17,Secondary,Unemployed,Urban,Medium,0,1,1
Kenya,Female,20,Primary,Student,Urban,Low,0,1,1
Kenya,Male,19,Secondary,Self-employed,Rural,Medium,0,1,1
Kenya,Male,19,Secondary,Student,Urban,Low,0,1,0
Kenya,Female,68,Secondary,Student,Rural,Low,0,0,0
Kenya,Male,61,Secondary,Unemployed,Rural,Medium,1,0,0
Kenya,Female,37,Tertiary,Employed,Rural,Low,1,0,1
Kenya,Male,63,Tertiary,Unemployed,Rural,Low,0,1,0
Kenya,Female,23,Primary,Employed,Rural,Low,1,0,0
Kenya,Female,49,None,Student,Urban,Low,0,0,0
Kenya,Male,34,Secondary,Employed,Rural,High,1,0,0
Kenya,Female,63,Primary,Student,Urban,Low,0,1,1
Kenya,Male,56,Primary,Self-employed,Rural,Low,0,1,0
Kenya,Female,49,None,Self-employed,Rural,Low,0,1,0
Kenya,Female,64,Secondary,Self-employed,Rural,Low,0,1,0
Kenya,Male,32,Primary,Unemployed,Urban,High,0,0,0
